AcceptedAnswerId,AnswerCount,Body,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount
823262,3,"<p>I've got one text entry box in my iphone app, when you touch it in the simulator, the keyboard pops up. But there's no way to get rid of it.
Other web pages give solutions, without explaining why they should work, and they don't work for me.
One says make the text box's delegate your uiview then call resignfirstresponder on the object, but it never gets called.
Any suggestions? Can anybody explain what's actually going on? I can figure it out myself if I knew what the design paradigm was...</p>

<p>Maybe I should just put a ""go"" button so I have something to get the focus away from the textfield?</p>
",0,0,2009-05-05T03:43:50.960,7,823229,12386,1,20,<iphone><keyboard><simulator>,How to make the keyboard go away in the iphone simulator,30692
0,9,"<p>I am currently busy on writing a small ball physics engine for my programming course in Win32 API and c++. I have finished the GDI backbuffer renderer and the whole GUI (couple of more things to adjust) but i am very near to completion. The only big obstacles that last are ball to ball collision (but i can fix this on my own) but the biggest problem of them all is the bouncing of the balls. What happens is that i throw a ball and it really falls, but once it bounces it will bounce higher than the point were i released it??? the funny thing is, it only happens if below a certain height. This part is the physics code:
(If you need any more code or explanation, please ask, but i would greatly appreciate it if you guys could have a look at my code.)</p>

<pre><code>#void RunPhysics(OPTIONS &amp;o, vector&lt;BALL*&gt; &amp;b)
{ 
    UINT simspeed = o.iSimSpeed;
    DOUBLE  DT; //Delta T
    BOOL bounce; //for playing sound

    DT= 1/o.REFRESH;

    for(UINT i=0; i&lt;b.size(); i++)
    {
        for(UINT k=0; k&lt;simspeed; k++)
        {           
            bounce=false;

            //handle the X bounce
            if( b.at(i)-&gt;rBall.left &lt;= 0 &amp;&amp; b.at(i)-&gt;dVelocityX &lt; 0 ) //ball bounces against the left wall
            {
                b.at(i)-&gt;dVelocityX = b.at(i)-&gt;dVelocityX * -1 * b.at(i)-&gt;dBounceCof;
                bounce=true;
            }
            else if( b.at(i)-&gt;rBall.right &gt;= SCREEN_WIDTH &amp;&amp; b.at(i)-&gt;dVelocityX &gt; 0) //ball bounces against the right wall
            {           
                b.at(i)-&gt;dVelocityX = b.at(i)-&gt;dVelocityX * -1 * b.at(i)-&gt;dBounceCof;
                bounce=true;
            }
            //handle the Y bounce
            if( b.at(i)-&gt;rBall.bottom &gt;= SCREEN_HEIGHT &amp;&amp; b.at(i)-&gt;dVelocityY &gt; 0 ) //ball bounces against the left wall
            {
                //damping of the ball
                if(b.at(i)-&gt;dVelocityY &lt; 2+o.dGravity/o.REFRESH)
                {
                    b.at(i)-&gt;dVelocityY = 0;
                }

                //decrease the Velocity of the ball according to the bouncecof
                b.at(i)-&gt;dVelocityY = b.at(i)-&gt;dVelocityY * -1*b.at(i)-&gt;dBounceCof;
                b.at(i)-&gt;dVelocityX = b.at(i)-&gt;dVelocityX * b.at(i)-&gt;dBounceCof;

                bounce=true;
            }


            //gravity
            b.at(i)-&gt;dVelocityY += (o.dGravity)/o.REFRESH;
            b.at(i)-&gt;pOrigin.y += b.at(i)-&gt;dVelocityY + (1/2)*o.dGravity/o.REFRESH*DT*METER; 
            //METER IS DEFINED GLOBALLY AS 100 which is the amount of pixels in a meter

            b.at(i)-&gt;pOrigin.x += b.at(i)-&gt;dVelocityX/o.REFRESH*METER; 

            b.at(i)-&gt;UpdateRect();
        }
    }
    return;
}
</code></pre>
",1,0,2009-05-11T17:59:44.520,0,849276,0,1,3,<physics><simulator><bounce>,Bouncing ball not conforming to Conservation of Energy Rule,1505
898268,10,"<p>I'm planning out a game that requires multiple users and I was wondering if there's a way to fire up multiple instances of the iPhone Simulator.  I didn't see anything in menus or in Google search results, but I just wanted to make sure I wasn't missing anything.</p>
",5,0,2009-05-22T05:36:19.587,12,896487,36308,1,42,<iphone><xcode><simulator>,Is there a way to simulate multiple iphones using xcode/iphone sim?,30588
0,2,"<p>I have a helloworld.c file, with the contents :</p>

<pre><code>#include ""stdio.h""
main{ printf""Hello World\n"");}
</code></pre>

<p>I compile it using the arm-apple-darwin-gcc-4.0.1 toolchain and create a hello.out executable.</p>

<p>Can i run this execuatble on iPhone Simulator / terminal ?</p>
",1,0,2009-05-27T09:36:35.770,0,914841,0,1,1,<iphone><simulator>,Running a gcc execuatble in Iphone simulator or terminal,554
2554142,4,"<p>I'm using xcodebuild from the command line to compile several variations of an iPhone app but I've not been able to figure out how to deploy those builds into the iPhone Simulator from the command line.  Could somebody please enlighten me?  Thank you.</p>
",3,0,2009-07-30T15:34:54.820,6,1207395,4061,1,15,<iphone><command-line><simulator>,How do you deploy an iPhone app to the simulator from the command line?,6416
1219959,4,"<p>I'm working on a small java game which is a sort of clone of the 1995 game Theme Hospital.
I've recently been working on the GUI and the Level structure now I have the path finding and grid working.
My current way of ""building stuff"" consists of one room and one reception desk, and it works ok so far, but I need to implement a way to add different types of rooms and items.
Here is my current code on the button press for the creation of the object (<a href=""http://snipt.org/lUm"" rel=""nofollow noreferrer"">http://snipt.org/lUm</a>).</p>

<p>I'm sure there must be a better way to do this! My implementation is poor, I know, but I have only recently began to understand how to use abstract classes and interfaces.</p>

<p>Actually setting the properties of the room or item, I currently have no issue with. I am thinking ahead, but I love how I get different opinions on the best way to do things here on Stack. At ideas on how such a thing should be achieved? Any examples of this sort of thing? I would search it, but I'm not really sure what to search for, as I don't if what I'm doing has an exact name.</p>

<p>I'm sorry if I haven't been too clear exactly what I'm talking about. I will gladly answer any further questions on this, and or upload more sections of code as needed or requested.</p>

<p>Thanks in advance for your time and thoughts!</p>
",4,0,2009-08-02T21:45:57.457,1,1219943,89211,1,1,<java><switch-statement><simulator>,"How should i ""build"" things now I've implemented polymorphism? (Java, sim game)",247
0,1,"<p>I m working on Blackberry development when i click debug in the JDE my simulator takes long time to load the program and my desktop configuration are current configuration with 3GHZ processor and 4GB ram . I don't know why this happening ?</p>
",3,0,2009-08-04T12:02:40.173,0,1227092,132724,1,3,<blackberry><simulator><rim-4.6>,How to improve the Speed of debugger attachment of Blackberry jde4.6 simulator?,1095
0,1,"<p>I have an app that is running in the simulator. I read and write from a sqlite3 data source. However, if i restart the app, then all datg that i had previously wrote to the db is lost.
The data is always in its original state.</p>

<p>Now back when i was developing this app i thought i read somewhere that data can not be persisted via iphone simulator.</p>

<p>Can anybody confirm or deny this?</p>

<p>Thanks!</p>
",0,0,2009-08-04T14:51:26.337,0,1227964,148303,1,0,<iphone><database><persistence><sqlite><simulator>,Writing to SQLite3 on iPhone simulation,532
1251069,1,"<p>I followed the steps in www.thinkingblackberry.com/archives/21</p>

<p>If I pick the 4.5.0 JDE with the 8130 simulator, I can navigate to the HelloWorld icon, click it, the app runs, I can hit breakpoints, etc.</p>

<p>I then switch to the 4.7.0 JDE, erase the simulator files (Blackberry | Erase Simulator File | Erase All), and change the simulator from Default to 9500 in Debug Configurations</p>

<p>When I run the simulator, I get the series of messages in the Eclipse Console window as the simulator comes up. If I then click on BB button to get more icons, then click on on ""Applications"" button, I don't see any HelloWorld icon, and I don't see any up/down arrows that indicate there are more icons. Am I missing something obvious? Here's what I see:</p>

<p><a href=""http://picasaweb.google.com/lh/photo/O2EgfLK-19N8nssbdatyhg?authkey=Gv1sRgCIjcnNLmhbWgeQ&amp;feat=directlink"" rel=""nofollow noreferrer"">http://picasaweb.google.com/lh/photo/O2EgfLK-19N8nssbdatyhg?authkey=Gv1sRgCIjcnNLmhbWgeQ&amp;feat=directlink</a></p>

<p>Thanks In Advance for any help.</p>

<ul>
<li>Chris</li>
</ul>
",3,0,2009-08-08T20:25:02.663,0,1249799,0,1,1,<deployment><blackberry><build><eclipse-plugin><simulator>,BlackBerry HelloWorld deploys in Eclipse under 8130 simulator but not 950,1276
1283741,1,"<p>As far as i know, Android emulator doesn't have a camera. To capture a live image we have to use the web camera. I have seen code in this <a href=""http://www.tomgibara.com/android/camera-source"" rel=""noreferrer"">web site</a> to use the web camera in the android emulator to capture an image, but I don't know how to use this code.</p>
",0,0,2009-08-14T07:11:42.520,18,1276450,132724,1,26,<android><camera><simulator>,How to use web camera in android emulator to capture a live image?,54567
12686394,5,"<p>Is it possible to resize the iPhone Simulator?  I'm using screen capture software to record a demo of my iPhone application, and it would be handy to be able to resize the iPhone Simulator window.</p>

<p>Thanks!</p>
",3,0,2009-09-18T18:19:56.153,7,1446135,24482,1,29,<ios><ios-simulator><scale><xcode9><simulator>,Reduce the size of the iPhone Simulator window?,13357
1457665,3,"<p>I am using C++ to develop the algorithmic part of an iPhone application, and I am encountering a strange bug. The code that I have, compiles fine with gcc-4.2 both on Linux, on the Mac, and on the iPhone device, just not on the Simulator, which makes debugging and testing very difficult. </p>

<p>The error messages from the attempts to compile for the simulator resemble a known bug in 4.0.x, although that is not very clear why since I have explicitly set gcc-4.2 to be the default compiler. </p>

<p>To demonstrate the bug, I have prepared the following small code snippet:</p>

<p><strong>bug.cpp</strong></p>

<pre><code>#include &lt;tr1/unordered_map&gt;
#include &lt;iostream&gt;

/* a hash key for the visitedTrip table */
struct X {
    int x;

    X() : x(0){};
    X(int x) : x(x){};
};


typedef std::tr1::unordered_map&lt;int,X&gt; dict;

int main() 
{ 
    dict c1; 

    X a(0);
    X b(1);
    X c(2);

    c1[0] = a;
    c1[1] = b;
    c1[2] = c;

    dict::const_iterator it;

    for(it = c1.begin(); it != c1.end(); it++)
        std::cout &lt;&lt; it-&gt;first &lt;&lt; std::endl;

    return (0); 
} 
</code></pre>

<p>and then tried to compile it as follows:</p>

<p><strong>compile.sh</strong></p>

<pre><code>#!/bin/bash

#
# Compiling for the simulator and compiling under gcc-4.0 return the same error message
#

#SUCCESS
c++-4.2 -arch i386 bug.cpp

#FAIL 
c++-4.0 -arch i386 bug.cpp

#SUCCESS
gcc-4.2 -arch i386 -c bug.cpp

#FAIL
gcc-4.0 -arch i386 -c bug.cpp

#FAIL
gcc-4.2 -arch i386 -c bug.cpp -isysroot /Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator3.1.sdk 
</code></pre>

<p>Eventhough I am using gcc-4.2 to compile for the simulator, I am getting the same error message as if I were compiling under gcc-4.0, namely:</p>

<pre><code>bug.cpp:27: error: no matching function for call to ‘Internal::hashtable_iterator&lt;std::pair&lt;const int, X&gt;, false, false&gt;::hashtable_iterator()’
/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator3.1.sdk/usr/include/c++/4.2.1/tr1/hashtable:236: note: candidates are: Internal::hashtable_iterator&lt;Value, is_const, cache&gt;::hashtable_iterator(const Internal::hashtable_iterator&lt;Value, true, cache&gt;&amp;) [with Value = std::pair&lt;const int, X&gt;, bool is_const = false, bool cache = false]
/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator3.1.sdk/usr/include/c++/4.2.1/tr1/hashtable:234: note:                 Internal::hashtable_iterator&lt;Value, is_const, cache&gt;::hashtable_iterator(Internal::hash_node&lt;Value, cache&gt;**) [with Value = std::pair&lt;const int, X&gt;, bool is_const = false, bool cache = false]
/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator3.1.sdk/usr/include/c++/4.2.1/tr1/hashtable:232: note:                 Internal::hashtable_iterator&lt;Value, is_const, cache&gt;::hashtable_iterator(Internal::hash_node&lt;Value, cache&gt;*, Internal::hash_node&lt;Value, cache&gt;**) [with Value = std::pair&lt;const int, X&gt;, bool is_const = false, bool cache = false]
/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator3.1.sdk/usr/include/c++/4.2.1/tr1/hashtable:225: note:                 Internal::hashtable_iterator&lt;std::pair&lt;const int, X&gt;, false, false&gt;::hashtable_iterator(const Internal::hashtable_iterator&lt;std::pair&lt;const int, X&gt;, false, false&gt;&amp;)
</code></pre>

<p>Any ideas as to why this gcc-4.0.x bug creeps into the simulator, when in fact the simulator is supposed to be using gcc-4.2.x where this bug has been fixed?</p>
",2,0,2009-09-20T02:31:09.043,0,1450133,134397,1,8,<c++><iphone><gcc><simulator>,Code that compiles for the iPhone Device but not for the Simulator,1268
0,1,"<p>I did an wave animation to explore features of sgx chip which is tile-based rendering (TBR) architecture by comparing the performance on iphone and laptop. 
An advantage of TBR architecture is it allows the GPU to perform hidden surface removal before fragments are processed, so I draw many overlaped layers of animated waves, and only the wave in the top layer is visible. 
I did this program on both iphone 3gs (using gles 2.0) and my laptop, a macbook pro(using opengl 2.0). I recorded the fps numbers of different layers, and I assume trends of fps changes on iphone and laptop are different. I guess the performance's decreasing of iphone should be slower than on laptop, when the number of layers is increased. But they have very similar trends.</p>

<p>I have 2 questions.
1. why it doesn't show the advantage of TBR architecture, while there are alot of overlapped triangles
2. why the performance of iphone simulator is much much much much slower than just running on laptop(without simulator)? As documentations say the simulator does not enforce the memory limitations of MBX and SGX and take the advantage of laptop's CPU, i guess its performance should keep up with the laptop.</p>

<p>anyone can help?
thanks alot </p>
",0,0,2009-09-22T16:51:13.773,0,1461245,0,1,0,<iphone><opengl-es><simulator>,"gles 2.0 perfomance on iphone simulator, iphone, macbook pro",1239
1648933,3,"<p>There are lots of java apps on my simulator menu screen which I have been coding and testing? Now I want to remove some of them to clean my simulator a bit. How do I remove them?</p>
",1,0,2009-10-30T09:29:09.370,0,1648800,199525,1,2,<blackberry><java-me><simulator>,How to remove installed Java programs on the simulator?,2124
1952871,3,"<p>This is a pretty basic question. I am wondering if the <a href=""http://www.udk.com/index.html"" rel=""nofollow noreferrer"">Unreal Development Kit</a> can be used for something other than games, specifically a light show simulator and editor. The site says:</p>

<blockquote>
  <p>Unreal Engine 3 has been used by game developers, researchers, television studios, machinima directors, artists and students. If you have an idea that needs to be brought to life in a game engine, UDK is for you.</p>
</blockquote>

<p>But I have the feeling that it is more game oriented. For my hobby project, I would like to be able to create light show simulations with rotating/moving lasers/lights of changing color, synchronized to sound/music. I would also like to develop an GUI editor for this, preferably in C#, but if it's not possible to access the rendering functionality of the engine from C#, then C++/Qt should suffice. The editor would be used to design the simulation, which would then be rendered/played out in real time.</p>

<p>I guess my base, general question is: can the Unreal Development Kit be used for something like this, not necessarily game related? Or should I go with my original option of Ogre3D, which just focuses on rendering and 3D graphics as far as I know.</p>

<p><strong>EDIT</strong>: Just saw <a href=""http://www.udk.com/documentation.html"" rel=""nofollow noreferrer"">this page</a> which again mentions:</p>

<blockquote>
  <p><strong>Can I create any kind of game with UDK?</strong></p>
  
  <p>Absolutely. UDK is the perfect solution for any kind of virtual world you wish to create, from racing games to simulations.</p>
</blockquote>

<p>So my question is now simply: Would I be able to access the renderer or other functionality of my resulting code to integrate it into an editor for my simulator? I guess a simpler, more relatable analogy would be, if I wrote a game, would I be able to write my own level/character/etc. editor for it? And how would I do so? Yes, I know that the UDK comes with editors already, but I mean if I want to make my own.</p>

<p>Thanks! I appreciate any answers :)</p>
",0,0,2009-11-07T04:54:21.583,0,1692041,101090,1,3,<editor><3d><simulator><unreal-development-kit>,Can the UDK be used for non-game projects?,2279
0,1,"<p>Is it possible to simulate roaming case in iPhone Simulator?</p>
",1,0,2009-11-10T14:01:23.207,1,1708181,207810,1,1,<iphone><simulator><roaming>,Iphone Simulator - simulate roaming,469
0,3,"<p>I have a really weird problem with PVR textures on the iPhone simulator- the framerate falls through the floor on the iPhone simulator, but on the iPhone itself it works just fine. Has anyone had any experiences similar to this? I'm using SDK 3.1.2</p>
",1,0,2009-11-16T01:45:51.307,2,1739640,211731,1,1,<iphone><opengl><textures><simulator>,Can the iPhone simulator handle PVR textures?,907
0,1,"<p>I've created a web app in Mac OS 10.5 which receives data by sending http requests like this:</p>

<pre><code>var http = new XMLHttpRequest();

var url = ""http://www.test1234.com/data.php?param1="" + param1 + ""&amp;param2="" + param2 + ""&amp;param3="" + param3;

http.onreadystatechange= function() 
{
    var result= null;
    switch(http.readyState)
    {
        case 4:
            if(http.status==200)
            {
                result = eval('(' + http.responseText + ')');
                result = result[0];
                if (result.status == ""OK"") {
                    alert(""Success!"");
                    return;
                }

                alert(""Error!"");
            }else{
                alert(""Error
            }
            break;
        default:

            break;
    }
}
http.open(""GET"", url, true);
http.setRequestHeader(""Content-type"", ""text/xml; charset=utf-8"");
http.send(null);
</code></pre>

<p>It worked fine in the 10.5 iPhone simulator (Xcode 3.1.4), it still works fine on my devices (when it's deployed to the server) - but it doesn't work in the 10.6.2 simulator (Xcode 3.2.1). It never reaches the http.onreadystatechange method.</p>

<p>Any ideas?</p>

<p>Regards,
Jonas</p>
",0,0,2009-11-19T12:55:49.673,0,1763102,0,1,0,<iphone><http><web-applications><simulator><dashcode>,Switched to Snow Leopard: HTTP-Requests stopped working in simulator (WebApp),140
1787550,1,"<p>This is an extremely weird problem: wondering if anybody has experienced this before. My code, an RSS parser of Flickr photos (RSS feed), works perfectly on an actual device, but allocates a ton of memory and freezes up my entire computer when run on the simulator.</p>

<p>I know usually it's the other way round for people, but this is acting weird. Any clue why? In the app, I have 2 other places using the exact same code, but used to parse youtube feeds and general rss feeds, and they work fine, but not this.</p>
",0,0,2009-11-24T03:03:39.663,0,1787520,191445,1,0,<iphone><rss><parsing><flickr><simulator>,Code crash on iPhone Simulator but works on actual iPhone device?,148
0,2,"<p>I don't have an iPhone Developer Program Account yet and will be getting one in the next couple of days. Can instruments be used with the simulator to give a rough estimate on how well my app may perform? Using instruments I checked and fixed all the leaks it was detecting, and it appears that my memory usage maxes out at about 5.77mb. Is there any other tests I could perform with instruments to judge how well my app would perform? I realize there is no way other then the actual device to get a definite answer, it would be nice to get an estimate. </p>
",0,0,2009-11-28T00:03:26.217,0,1811063,220290,1,0,<iphone><performance><ipod><simulator>,Predicting performance for an iPhone/iPod Touch App,118
1831095,2,"<p>I need to simulate a discrete event simulator and for that I need to generate a network consisting of 30 nodes and then check if the generated graph is directed or not. Can anyone guide me on how to start with this. I should not be using the boost library to do this. Yes this is an assignment, I need an advice to start with. I just need few pointers to go ahead.</p>

<pre><code>#define MAXNODES 30

struct {
int p;
int *incoming;
int *outgoing;
} NODE[MAXNODES]
//The struct defines each node and the neighbors to it. 
</code></pre>

<p>Is the above struct definition correct?</p>
",2,0,2009-11-30T16:31:39.810,0,1820871,202507,1,1,<networking><graph><simulator>,Homework: Generating Graphs,153
1853886,1,"<p>I have a question.  WHen I changed the executable name in my info.plist file in Xcode, the simulator would no longer load the application.  When I changed it back to '${EXECUTABLE_NAME}', the simulator worked fine. Any reason as to why this would affect the simulator?</p>
",0,0,2009-12-05T23:31:03.143,0,1853852,182919,1,0,<iphone><xcode><simulator>,Weird iPhone Simulator Issue,140
1873945,2,"<p>I have to build a dual-core processor simulator in C (it's actually a multilevel memory simulation, cache L1/L2, block substitution, etc). Thing is, I'm having a hard time figuring a way to synchronize the cores (which I'm programming as threads). Any ideas how I could do a global clock? Should I change from threads to child processes? 
Thanks in advance</p>
",1,0,2009-12-09T13:28:35.847,3,1873896,227973,1,4,<caching><multithreading><core><simulator><processor>,Way to synchronize two cores in simulation,145
1880636,1,"<p>Will the size of the (dimensions and also image storage size) change whensaving to iphone from our computer. I saved an image(1200x1600) of 100kB size to the iphone simulator via safari. From my application, i changes itsdimension to 640x480 and uploaded to server. But the uploaded image was of size 144KB!!! 
How does this happen??</p>
",0,0,2009-12-10T04:38:51.990,0,1878675,221153,1,0,<iphone><image><simulator>,Size of the images in iphone,323
